t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
0.791899,-0.775192,-0.034743,0.560199,-0.003342,-0.005753,-0.957283,0.289075,0.009083,-0.009726,-2.555103
0.791919,-0.776178,-0.035531,0.560195,-0.003197,-0.005681,-0.957300,0.289023,0.009030,-0.009406,-2.555210
0.791973,-0.776987,-0.036171,0.560201,-0.003040,-0.005627,-0.957313,0.288981,0.009017,-0.009072,-2.555296
0.792069,-0.777978,-0.036946,0.560236,-0.002878,-0.005589,-0.957333,0.288919,0.009038,-0.008740,-2.555426
0.792923,-0.778802,-0.037564,0.560289,-0.002767,-0.005565,-0.957360,0.288829,0.009058,-0.008513,-2.555612
0.804891,-0.780377,-0.037612,0.561137,-0.002546,-0.005761,-0.957357,0.288838,0.009561,-0.008203,-2.555593
0.818002,-0.781285,-0.038098,0.561215,-0.002400,-0.005726,-0.957405,0.288681,0.009579,-0.007901,-2.555921
0.825356,-0.782400,-0.038690,0.561278,-0.002221,-0.005693,-0.957457,0.288512,0.009621,-0.007538,-2.556273
0.870289,-0.783423,-0.038347,0.567362,-0.002346,-0.005649,-0.957742,0.287564,0.009472,-0.007743,-2.558253
0.871081,-0.784562,-0.038953,0.567312,-0.002281,-0.005256,-0.957844,0.287233,0.008759,-0.007390,-2.558941
0.871232,-0.785439,-0.039384,0.567317,-0.002237,-0.005070,-0.957915,0.286998,0.008429,-0.007196,-2.559430
0.871360,-0.786421,-0.039896,0.567371,-0.002226,-0.005206,-0.957952,0.286873,0.008698,-0.007252,-2.559692
0.872966,-0.787212,-0.040311,0.567446,-0.002414,-0.005325,-0.957954,0.286862,0.008817,-0.007681,-2.559716
0.885106,-0.788160,-0.040801,0.567568,-0.002800,-0.005377,-0.957926,0.286950,0.008694,-0.008450,-2.559535
0.935487,-0.789642,-0.041775,0.580432,-0.002956,-0.005458,-0.957924,0.286956,0.008761,-0.008796,-2.559525
0.936445,-0.789994,-0.043014,0.580039,-0.003032,-0.005350,-0.957916,0.286983,0.008511,-0.008881,-2.559468
0.936568,-0.790698,-0.043506,0.580102,-0.003023,-0.005303,-0.957912,0.286997,0.008425,-0.008836,-2.559437
0.936890,-0.791563,-0.044098,0.580194,-0.002977,-0.005257,-0.957906,0.287018,0.008362,-0.008721,-2.559393
