t,x,y,z,qx,qy,qz,qw,roll_rad,pitch_rad,yaw_rad
3.010352,-0.961418,-0.141531,0.571946,0.005387,0.005620,0.962010,-0.272901,0.007873,-0.013433,-2.588813
3.012322,-0.962577,-0.142218,0.571935,0.005416,0.005528,0.962074,-0.272678,0.007683,-0.013437,-2.589276
3.014836,-0.963533,-0.142797,0.571927,0.005389,0.005399,0.962124,-0.272507,0.007453,-0.013313,-2.589631
3.014930,-0.964704,-0.143519,0.571924,0.005287,0.005189,0.962185,-0.272297,0.007107,-0.013000,-2.590063
3.015807,-0.965657,-0.144127,0.571927,0.005189,0.005012,0.962232,-0.272134,0.006823,-0.012714,-2.590401
3.036667,-0.967839,-0.145606,0.572962,0.005127,0.004758,0.962299,-0.271903,0.006369,-0.012456,-2.590879
3.040105,-0.968762,-0.146223,0.572966,0.005156,0.004730,0.962305,-0.271881,0.006300,-0.012496,-2.590924
3.040337,-0.969872,-0.146950,0.572981,0.005173,0.004766,0.962293,-0.271924,0.006359,-0.012548,-2.590836
3.040345,-0.970777,-0.147520,0.573005,0.005157,0.004849,0.962269,-0.272009,0.006528,-0.012563,-2.590659
3.040465,-0.971885,-0.148183,0.573040,0.005081,0.004984,0.962233,-0.272135,0.006827,-0.012491,-2.590398
3.040548,-0.972783,-0.148695,0.573070,0.004969,0.005102,0.962202,-0.272242,0.007113,-0.012340,-2.590178
3.046209,-0.974278,-0.149236,0.573610,0.004785,0.005280,0.962154,-0.272413,0.007554,-0.012084,-2.589825
3.047685,-0.975200,-0.149708,0.573623,0.004714,0.005380,0.962124,-0.272518,0.007784,-0.012004,-2.589607
3.051894,-0.976326,-0.150290,0.573644,0.004734,0.005505,0.962103,-0.272591,0.008012,-0.012110,-2.589457
3.056386,-0.978262,-0.151300,0.573684,0.004906,0.005640,0.962125,-0.272507,0.008181,-0.012514,-2.589633
3.056426,-0.979381,-0.151890,0.573700,0.005004,0.005662,0.962166,-0.272360,0.008171,-0.012713,-2.589938
3.056511,-0.980297,-0.152387,0.573710,0.005045,0.005605,0.962208,-0.272212,0.008041,-0.012760,-2.590246
3.057436,-0.981413,-0.153006,0.573735,0.005047,0.005435,0.962269,-0.271997,0.007716,-0.012671,-2.590690
3.058173,-0.982311,-0.153524,0.573775,0.005037,0.005276,0.962325,-0.271803,0.007417,-0.012563,-2.591092
3.058824,-0.983369,-0.154184,0.573831,0.005013,0.004952,0.962419,-0.271479,0.006810,-0.012338,-2.591762
3.059553,-0.984237,-0.154714,0.573859,0.004992,0.004542,0.962523,-0.271114,0.006036,-0.012073,-2.592515
3.088178,-0.987836,-0.156520,0.557542,0.004867,0.004088,0.962658,-0.270645,0.005236,-0.011583,-2.593486
3.092006,-0.988704,-0.157022,0.557631,0.004622,0.004034,0.962741,-0.270357,0.005268,-0.011080,-2.594083
3.126084,-1.006028,-0.167608,0.559148,0.003611,0.003289,0.963184,-0.268800,0.004395,-0.008724,-2.597312
3.126197,-1.008186,-0.168919,0.561829,0.003459,0.003337,0.963168,-0.268858,0.004568,-0.008457,-2.597191
3.126205,-1.010309,-0.170069,0.562162,0.003443,0.003532,0.963042,-0.269307,0.004948,-0.008534,-2.596261
3.127382,-1.011217,-0.170562,0.562284,0.003494,0.003626,0.962974,-0.269547,0.005100,-0.008683,-2.595762
3.127392,-1.012332,-0.171171,0.562416,0.003532,0.003723,0.962925,-0.269721,0.005265,-0.008811,-2.595402
3.173346,-1.008753,-0.166885,0.582881,0.004038,0.004169,0.963343,-0.268211,0.005868,-0.010016,-2.598542
3.173358,-1.009745,-0.167440,0.582972,0.004079,0.004204,0.963366,-0.268127,0.005913,-0.010113,-2.598717
